醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3831028626,喜悅中醫診所,,新北市三重區中正北路３９２號１樓,(02)89829779,20250609,29101231,HM31060001,好鄰居
3831028742,三重同仁堂中醫診所,,新北市三重區忠孝路２段９９號１樓、２樓及９５號、９７號２樓,(02)29857688,20250203,29101231,HM01190001,青年公園居家醫療照護團隊
3831028742,三重同仁堂中醫診所,,新北市三重區忠孝路２段９９號１樓、２樓及９５號、９７號２樓,(02)29857688,20250714,29101231,HM01160002,仁和居家醫療照護團隊
3831028779,仁安堂中醫診所,,新北市三重區三和路４段１３３號１樓,(02)22861000,20240206,29101231,HM01190001,青年公園居家醫療照護團隊
3831032175,祥寧中醫診所,,新北市永和區中興街１０４號１－２樓、１０６號１－２樓,(02)29266869,20240603,29101231,HM01110001,三軍總醫院居家醫療團隊
3831032175,祥寧中醫診所,,新北市永和區中興街１０４號１－２樓、１０６號１－２樓,(02)29266869,20240423,29101231,HM31030002,安康喜樂居家醫療照護團隊
3831032175,祥寧中醫診所,,新北市永和區中興街１０４號１－２樓、１０６號１－２樓,(02)29266869,20240414,29101231,HM01190001,青年公園居家醫療照護團隊
3831032175,祥寧中醫診所,,新北市永和區中興街１０４號１－２樓、１０６號１－２樓,(02)29266869,20240528,29101231,HM01160002,仁和居家醫療照護團隊
3831032193,泉安堂中醫診所,,新北市永和區竹林路４號１樓及地下１層,(02)29207377,20210917,29101231,HM01190001,青年公園居家醫療照護團隊
3831043098,華漢中醫診所,,新北市中和區中和路４４８號〈第一層〉,(02)86601999,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3831043472,明儒中醫診所,,新北市中和區大仁街１９巷３號１樓,(02)29405050,20250807,29101231,HM31030002,安康喜樂居家醫療照護團隊
3831043472,明儒中醫診所,,新北市中和區大仁街１９巷３號１樓,(02)29405050,20211005,29101231,HM01190001,青年公園居家醫療照護團隊
3831043669,頌和中醫診所,,新北市中和區景平路６５６號１樓至２樓,(02)22438668,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3831043669,頌和中醫診所,,新北市中和區景平路６５６號１樓至２樓,(02)22438668,20230406,29101231,HM01200001,萬芳團隊
3831043669,頌和中醫診所,,新北市中和區景平路６５６號１樓至２樓,(02)22438668,20221001,29101231,HM31010001,亞東居醫團隊
3831051858,北新中醫診所,,新北市新店區北宜路１段３５號１樓,(02)29188666,20250714,29101231,HM01160002,仁和居家醫療照護團隊
3831051858,北新中醫診所,,新北市新店區北宜路１段３５號１樓,(02)29188666,20250704,29101231,HM01190001,青年公園居家醫療照護團隊
3831051910,天祥中醫診所,,新北市新店區新店路９８號１樓,(02)29111342,20210503,29101231,HM01190001,青年公園居家醫療照護團隊
3831051983,國華中醫診所,,新北市新店區北新路３段８６號１樓、８６號２樓,(02)86653988,20210816,29101231,HM01190001,青年公園居家醫療照護團隊
3831062520,三德中醫診所,,新北市新莊區復興路２段４１號１樓至４３號１樓,(02)29983550,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3831062539,岐黃中醫診所,,新北市新莊區復興路２段１５０號１樓,(02)22760978,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3831062539,岐黃中醫診所,,新北市新莊區復興路２段１５０號１樓,(02)22760978,20220706,29101231,HM31060005,衛生福利部臺北醫院居家整合醫療照護團隊
3831062726,宏泰中醫診所,,新北市新莊區自立街１１２號１樓及夾層,(02)29910077,20250807,29101231,HM31030002,安康喜樂居家醫療照護團隊
3831062726,宏泰中醫診所,,新北市新莊區自立街１１２號１樓及夾層,(02)29910077,20241025,29101231,HM01190001,青年公園居家醫療照護團隊
3831062726,宏泰中醫診所,,新北市新莊區自立街１１２號１樓及夾層,(02)29910077,20250918,29101231,HM31060006,森星林照護團隊
3831062726,宏泰中醫診所,,新北市新莊區自立街１１２號１樓及夾層,(02)29910077,20241204,29101231,HM31060005,衛生福利部臺北醫院居家整合醫療照護團隊
3831063018,大禾中醫診所,,新北市新莊區復興路１段２２０號１樓,(02)89925611,20241030,29101231,HM31060005,衛生福利部臺北醫院居家整合醫療照護團隊
3831063152,新莊光華風澤中醫診所,,新北市新莊區龍安路５０３號１樓,(02)22067036,20250219,29101231,HM31010001,亞東居醫團隊
3831063152,新莊光華風澤中醫診所,,新北市新莊區龍安路５０３號１樓,(02)22067036,20250203,29101231,HM01190001,青年公園居家醫療照護團隊
3831071574,厚德中醫診所,,新北市樹林區中正路８５１號１樓,(02)26893778,20220706,29101231,HM31060005,衛生福利部臺北醫院居家整合醫療照護團隊
3831071574,厚德中醫診所,,新北市樹林區中正路８５１號１樓,(02)26893778,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3831091263,易安中醫診所,,新北市三峽區中華路５１號,(02)86717839,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3831091389,龍學安傳中醫診所,,新北市三峽區大義路１９１號１樓（含夾層）,(02)35012360,20241228,29101231,HM01190001,青年公園居家醫療照護團隊
3831132045,漢榮中醫診所,,新北市土城區延壽路１３巷１號,(02)22659758,20210610,20251201,HM01190001,青年公園居家醫療照護團隊
3831132189,弘新中醫診所,,新北市土城區裕民路２８０號３樓,(02)22617777,20250718,29101231,HM01190001,青年公園居家醫療照護團隊
3831140136,同仁堂中醫診所,,新北市蘆洲區信義路２９７號１樓２樓、２９９號１樓,(02)22818192,20210816,29101231,HM01190001,青年公園居家醫療照護團隊
3831140449,勝原堂中醫診所,,新北市蘆洲區信義路２４６號－５．－６．１樓,(02)82835981,20210410,29101231,HM01190001,青年公園居家醫療照護團隊
3831171328,聯生中醫診所,,新北市林口區三民路１０８號１樓,(02)26068190,20240502,29101231,HM01190001,青年公園居家醫療照護團隊
3831260017,旗盛中醫診所,,新北市貢寮區延平街２５號１樓,(02)24901589,20250905,29101231,HM01190001,青年公園居家醫療照護團隊
3832010217,國元中醫診所,,桃園市桃園區慈文路１９７號,(03)3168161,20200924,29101231,HM32010003,桃醫居家醫療團隊
3832013156,仁心堂中醫診所,,桃園市桃園區中山北路96號1樓及地下室,(03)3358399,20230411,29101231,HM32010001,聖保祿醫院
3832013156,仁心堂中醫診所,,桃園市桃園區中山北路96號1樓及地下室,(03)3358399,20201130,29101231,HM32010003,桃醫居家醫療團隊
3832013156,仁心堂中醫診所,,桃園市桃園區中山北路96號1樓及地下室,(03)3358399,20211228,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832013156,仁心堂中醫診所,,桃園市桃園區中山北路96號1樓及地下室,(03)3358399,20210408,29101231,HM32020001,天晟醫院
3832013156,仁心堂中醫診所,,桃園市桃園區中山北路96號1樓及地下室,(03)3358399,20221219,29101231,HM32010004,敏盛綜合醫院
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20230331,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20210407,29101231,HM32100002,聯新國際醫院
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20190701,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20201201,29101231,HM32010003,桃醫居家醫療團隊
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20210413,29101231,HM32010004,敏盛綜合醫院
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20210408,29101231,HM32020001,天晟醫院
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20210907,29101231,HM32010001,聖保祿醫院
3832013432,風澤中醫診所,,桃園市桃園區中山路428號1-2樓及中原路2之1號1-2樓,(03)3352262,20210414,29101231,HM32100001,共好居家醫療團
3832013656,寶山風澤中醫診所,,桃園市桃園區寶山街２０７號１樓,(03)3581162,20210419,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832013656,寶山風澤中醫診所,,桃園市桃園區寶山街２０７號１樓,(03)3581162,20210419,29101231,HM32100001,共好居家醫療團
3832013656,寶山風澤中醫診所,,桃園市桃園區寶山街２０７號１樓,(03)3581162,20220926,29101231,HM32010001,聖保祿醫院
3832013656,寶山風澤中醫診所,,桃園市桃園區寶山街２０７號１樓,(03)3581162,20210428,29101231,HM32010003,桃醫居家醫療團隊
3832013656,寶山風澤中醫診所,,桃園市桃園區寶山街２０７號１樓,(03)3581162,20210701,29101231,HM32010004,敏盛綜合醫院
3832013656,寶山風澤中醫診所,,桃園市桃園區寶山街２０７號１樓,(03)3581162,20210511,29101231,HM32100002,聯新國際醫院
3832020848,震天堂中醫診所,,桃園市中壢區中山東路二段29號,(03)4667500,20210408,29101231,HM32020001,天晟醫院
3832022235,華泰中醫診所,,桃園市中壢區健行路１５３之１號,(03)4287711,20210408,29101231,HM32020001,天晟醫院
3832023205,內壢仁心堂中醫診所,,桃園市中壢區仁愛路１１號１樓,(03)4555253,20201130,29101231,HM32010003,桃醫居家醫療團隊
3832023205,內壢仁心堂中醫診所,,桃園市中壢區仁愛路１１號１樓,(03)4555253,20210408,29101231,HM32020001,天晟醫院
3832023250,聖祥中醫診所,,桃園市中壢區九和五街１５號、１７號１樓,(03)4276997,20200924,29101231,HM32010003,桃醫居家醫療團隊
3832023303,翊展中醫診所,,桃園市中壢區龍岡路１段２１５號１樓,(03)4681187,20250115,29101231,HM32100002,聯新國際醫院
3832023303,翊展中醫診所,,桃園市中壢區龍岡路１段２１５號１樓,(03)4681187,20201126,29101231,HM32010003,桃醫居家醫療團隊
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20210407,29101231,HM32100002,聯新國際醫院
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20210408,29101231,HM32020001,天晟醫院
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20201023,29101231,HM32020003,敦仁診所
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20201201,29101231,HM32010003,桃醫居家醫療團隊
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20210414,29101231,HM32100001,共好居家醫療團
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20210413,29101231,HM32010004,敏盛綜合醫院
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20210601,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832023321,中壢風澤中醫診所,,桃園市中壢區延平路５１７號１樓,(03)4256375,20201118,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832023394,明醫中醫診所,,桃園市中壢區中山路５２號１樓,(03)4250191,20200811,29101231,HM32020003,敦仁診所
3832023447,站前內壢風澤中醫診所,,桃園市中壢區福德路１５號１樓,(03)4556246,20250506,29101231,HM32020001,天晟醫院
3832023447,站前內壢風澤中醫診所,,桃園市中壢區福德路１５號１樓,(03)4556246,20250617,29101231,HM32100002,聯新國際醫院
3832041338,禾豐中醫診所,,桃園市楊梅區永美路219號,(03)4822623,20250115,29101231,HM32100002,聯新國際醫院
3832041338,禾豐中醫診所,,桃園市楊梅區永美路219號,(03)4822623,20200924,29101231,HM32010003,桃醫居家醫療團隊
3832041338,禾豐中醫診所,,桃園市楊梅區永美路219號,(03)4822623,20200924,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210407,29101231,HM32100002,聯新國際醫院
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210414,29101231,HM32100001,共好居家醫療團
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210419,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210317,29101231,HM32040001,天成醫院
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210408,29101231,HM32020001,天晟醫院
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20201012,29101231,HM32040003,怡仁綜合醫院居家醫療照護整合團隊
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210413,29101231,HM32010004,敏盛綜合醫院
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20210428,29101231,HM32010003,桃醫居家醫療團隊
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20211214,29101231,HM32010001,聖保祿醫院
3832041436,埔心風澤中醫診所,,桃園市楊梅區永美路３３４號１樓,(03)4826520,20201030,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210419,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210428,29101231,HM32010003,桃醫居家醫療團隊
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210413,29101231,HM32010004,敏盛綜合醫院
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20200915,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210408,29101231,HM32020001,天晟醫院
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210317,29101231,HM32040001,天成醫院
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20211214,29101231,HM32010001,聖保祿醫院
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210414,29101231,HM32100001,共好居家醫療團
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20210407,29101231,HM32100002,聯新國際醫院
3832041454,楊梅風澤中醫診所,,桃園市楊梅區大成路１０６號１樓,(03)4855001,20200914,29101231,HM32040003,怡仁綜合醫院居家醫療照護整合團隊
3832051503,蘆山風澤中醫診所,,桃園市蘆竹區中山路５６之１號１樓,(03)3224818,20210419,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832051503,蘆山風澤中醫診所,,桃園市蘆竹區中山路５６之１號１樓,(03)3224818,20210511,29101231,HM32100002,聯新國際醫院
3832051503,蘆山風澤中醫診所,,桃園市蘆竹區中山路５６之１號１樓,(03)3224818,20210419,29101231,HM32100001,共好居家醫療團
3832051503,蘆山風澤中醫診所,,桃園市蘆竹區中山路５６之１號１樓,(03)3224818,20210428,29101231,HM32010003,桃醫居家醫療團隊
3832051503,蘆山風澤中醫診所,,桃園市蘆竹區中山路５６之１號１樓,(03)3224818,20210701,29101231,HM32010004,敏盛綜合醫院
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20210407,29101231,HM32100002,聯新國際醫院
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20210414,29101231,HM32100001,共好居家醫療團
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20201022,29101231,HM32010001,聖保祿醫院
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20201118,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20210408,29101231,HM32020001,天晟醫院
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20201201,29101231,HM32010003,桃醫居家醫療團隊
3832051521,大竹風澤中醫診所,,桃園市蘆竹區大竹路４２６之５號１至２樓,(03)3230883,20210413,29101231,HM32010004,敏盛綜合醫院
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20200924,29101231,HM32010003,桃醫居家醫療團隊
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20230104,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20200917,29101231,HM32010001,聖保祿醫院
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20210709,29101231,HM32020003,敦仁診所
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20210413,29101231,HM32010004,敏盛綜合醫院
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20201118,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20210414,29101231,HM32100001,共好居家醫療團
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20210407,29101231,HM32100002,聯新國際醫院
3832081592,八德風澤中醫診所,,桃園市八德區福國北街１００號１樓,(03)3668732,20210408,29101231,HM32020001,天晟醫院
3832081618,仁安堂中醫診所,,桃園市八德區介壽路１段８１１號１樓,(03)2182000,20220602,29101231,HM32010003,桃醫居家醫療團隊
3832081636,八德仁德風澤中醫診所,,桃園市八德區仁德二路１１號１樓,(03)2717017,20251016,29101231,HM32010003,桃醫居家醫療團隊
3832081636,八德仁德風澤中醫診所,,桃園市八德區仁德二路１１號１樓,(03)2717017,20251007,29101231,HM32010001,聖保祿醫院
3832081636,八德仁德風澤中醫診所,,桃園市八德區仁德二路１１號１樓,(03)2717017,20251015,29101231,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20190701,29101231,HM32090002,龍潭敏盛居家共照
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20210408,29101231,HM32020001,天晟醫院
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20241024,29101231,HM32100002,聯新國際醫院
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20220419,29101231,HM33030001,馨愛
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20250319,29101231,HM32060001,守護鄉親守護您
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20200731,29101231,HM32040003,怡仁綜合醫院居家醫療照護整合團隊
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20200924,29101231,HM32010003,桃醫居家醫療團隊
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20201001,29101231,HM32100001,共好居家醫療團
3832091150,安聲中醫診所,,桃園市龍潭區中正路１７１號,(03)4803913,20200924,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832101375,一品堂中醫診所,,桃園市平鎮區延平路二段九一號一樓,(03)4952000,20201112,29101231,HM32100001,共好居家醫療團
3832101633,平鎮大大中醫診所,,桃園市平鎮區中豐路山頂段３１８號１樓,(03)4192729,20201116,29101231,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3832101633,平鎮大大中醫診所,,桃園市平鎮區中豐路山頂段３１８號１樓,(03)4192729,20201126,29101231,HM32010003,桃醫居家醫療團隊
3832101660,金陵誠泰中醫診所,,桃園市平鎮區金陵路３段１０９號１樓,(03)4582988,20250319,29101231,HM32060001,守護鄉親守護您
3832101660,金陵誠泰中醫診所,,桃園市平鎮區金陵路３段１０９號１樓,(03)4582988,20250115,29101231,HM32100002,聯新國際醫院
3833011067,懷恩中醫診所,,新竹縣關西鎮中興路２－３號２樓,(03)5170200,20201125,29101231,HM33030002,台北榮民總醫院新竹分院團隊
3833050055,天安中醫診所,,新竹縣竹北市博愛街３７９號,(03)5516606,20210128,29101231,HM33050001,東元綜合醫院附設居家護理所
3833050055,天安中醫診所,,新竹縣竹北市博愛街３７９號,(03)5516606,20200924,29101231,HM32010003,桃醫居家醫療團隊
3833050055,天安中醫診所,,新竹縣竹北市博愛街３７９號,(03)5516606,20201001,29101231,HM32100001,共好居家醫療團
3833050055,天安中醫診所,,新竹縣竹北市博愛街３７９號,(03)5516606,20201125,29101231,HM33030002,台北榮民總醫院新竹分院團隊
3833051258,光明中醫診所,,新竹縣竹北市復興三路二段７０號２樓,(03)6586098,20240809,29101231,HM33050001,東元綜合醫院附設居家護理所
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20230424,29101231,HM35050001,為恭居家醫療照護整合團隊
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20231018,29101231,HM33030001,馨愛
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20250622,29101231,HM33050004,愛沐
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20231222,29101231,HM33050001,東元綜合醫院附設居家護理所
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20231122,29101231,HM35010001,心苗栗
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20231018,29101231,HM12040001,馨友
3833051463,泰陽中醫診所,,新竹縣竹北市隘口一街９號１樓,(03)6579979,20240223,29101231,HM12010004,晨心照護
3833051632,順安中醫診所,,新竹縣竹北市博愛街１９８號１樓,(03)5511550,20220324,29101231,HM33060001,天主教仁慈醫療財團法人仁慈醫院
3833051632,順安中醫診所,,新竹縣竹北市博愛街１９８號１樓,(03)5511550,20250519,29101231,HM33050004,愛沐
3833051632,順安中醫診所,,新竹縣竹北市博愛街１９８號１樓,(03)5511550,20250516,29101231,HM33030002,台北榮民總醫院新竹分院團隊
3833051632,順安中醫診所,,新竹縣竹北市博愛街１９８號１樓,(03)5511550,20220510,29101231,HM33050001,東元綜合醫院附設居家護理所
3833051632,順安中醫診所,,新竹縣竹北市博愛街１９８號１樓,(03)5511550,20240304,29101231,HM33050003,大安醫院居家醫療照護團隊
3833061101,盧廷圳中醫診所,,新竹縣湖口鄉忠孝路２６號,(03)5904733,20210114,29101231,HM33060001,天主教仁慈醫療財團法人仁慈醫院
3833061101,盧廷圳中醫診所,,新竹縣湖口鄉忠孝路２６號,(03)5904733,20201001,29101231,HM32100001,共好居家醫療團
3833061101,盧廷圳中醫診所,,新竹縣湖口鄉忠孝路２６號,(03)5904733,20250203,29101231,HM33050004,愛沐
3833061101,盧廷圳中醫診所,,新竹縣湖口鄉忠孝路２６號,(03)5904733,20220210,29101231,HM12010002,靈芝(聆知)qpacing
3833061101,盧廷圳中醫診所,,新竹縣湖口鄉忠孝路２６號,(03)5904733,20210329,29101231,HM33030002,台北榮民總醫院新竹分院團隊
3833061147,湖口風澤中醫診所,,新竹縣湖口鄉中正路一段２３號１樓、２樓,(03)6221310,20250523,29101231,HM33060001,天主教仁慈醫療財團法人仁慈醫院
3833081069,均安中醫診所,,新竹縣新豐鄉泰安街８２號,(03)5578356,20201231,29101231,HM33060001,天主教仁慈醫療財團法人仁慈醫院
3833081069,均安中醫診所,,新竹縣新豐鄉泰安街８２號,(03)5578356,20200924,29101231,HM32010003,桃醫居家醫療團隊
3833081069,均安中醫診所,,新竹縣新豐鄉泰安街８２號,(03)5578356,20210128,29101231,HM33050001,東元綜合醫院附設居家護理所
3833081069,均安中醫診所,,新竹縣新豐鄉泰安街８２號,(03)5578356,20201001,29101231,HM32100001,共好居家醫療團
3833081069,均安中醫診所,,新竹縣新豐鄉泰安街８２號,(03)5578356,20201125,29101231,HM33030002,台北榮民總醫院新竹分院團隊
3833081087,上上中醫診所,,新竹縣新豐鄉建興路一段７４號１樓,(03)5579399,20200924,29101231,HM32010003,桃醫居家醫療團隊
3833081087,上上中醫診所,,新竹縣新豐鄉建興路一段７４號１樓,(03)5579399,20201001,29101231,HM32100001,共好居家醫療團
3834011356,明悅中醫診所,,宜蘭縣宜蘭市中山路２段３０３－１號１樓、２樓,(03)9368533,20230927,29101231,HM34020004,宜家醫居家醫療照護團隊
3834011356,明悅中醫診所,,宜蘭縣宜蘭市中山路２段３０３－１號１樓、２樓,(03)9368533,20241105,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
3834011356,明悅中醫診所,,宜蘭縣宜蘭市中山路２段３０３－１號１樓、２樓,(03)9368533,20240612,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3834011356,明悅中醫診所,,宜蘭縣宜蘭市中山路２段３０３－１號１樓、２樓,(03)9368533,20240415,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3834011436,一新堂中醫診所,,宜蘭縣宜蘭市公園路４５３及４５３之１號１、２樓,(03)9365800,20221128,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3834021343,存仁堂中醫診所,,宜蘭縣羅東鎮倉前路３６、３８號,(03)9573456,20211001,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3834021343,存仁堂中醫診所,,宜蘭縣羅東鎮倉前路３６、３８號,(03)9573456,20230301,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3834021343,存仁堂中醫診所,,宜蘭縣羅東鎮倉前路３６、３８號,(03)9573456,20210513,29101231,HM01190001,青年公園居家醫療照護團隊
3834021478,寶生堂中醫診所,,宜蘭縣羅東鎮中正北路２４１之３號１樓,(03)9553100,20211001,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3834021478,寶生堂中醫診所,,宜蘭縣羅東鎮中正北路２４１之３號１樓,(03)9553100,20240422,29101231,HM34020004,宜家醫居家醫療照護團隊
3834041032,悅恩中醫診所,,宜蘭縣頭城鎮纘祥路６７－３號,(03)9789365,20210909,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3834041032,悅恩中醫診所,,宜蘭縣頭城鎮纘祥路６７－３號,(03)9789365,20211228,29101231,HM34010001,陽大居家醫療照護團隊
3834041032,悅恩中醫診所,,宜蘭縣頭城鎮纘祥路６７－３號,(03)9789365,20211001,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
3834041032,悅恩中醫診所,,宜蘭縣頭城鎮纘祥路６７－３號,(03)9789365,20240422,29101231,HM34020004,宜家醫居家醫療照護團隊
3834081054,醫心堂中醫診所,,宜蘭縣冬山鄉照安路３０巷２號,(039)556680,20240422,29101231,HM34020004,宜家醫居家醫療照護團隊
3834081054,醫心堂中醫診所,,宜蘭縣冬山鄉照安路３０巷２號,(039)556680,20240612,29101231,HM34070002,宜蘭縣政府幸福蘭陽居家醫療照護團隊
3834081054,醫心堂中醫診所,,宜蘭縣冬山鄉照安路３０巷２號,(039)556680,20250915,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
3835010200,郭豐演中醫診所,,苗栗縣苗栗市府前路８１號,(037)354705,20190718,29101231,HM35050001,為恭居家醫療照護整合團隊
3835011289,保生堂中醫診所,,苗栗縣苗栗市大同路１３０號,(037)327759,20200910,29101231,HM35010002,大千
3835011289,保生堂中醫診所,,苗栗縣苗栗市大同路１３０號,(037)327759,20220413,29101231,HM35010001,心苗栗
